 	MIMAT0000420	MIMAT0000421	MIMAT0002840	MIMAT0019045	MIMAT0000428	MIMAT0002849	MIMAT0000429	MIMAT0002848	MIMAT0000426	MIMAT0000427	MIMAT0002846	MIMAT0000424	MIMAT0000425	MIMAT0002844	MIMAT0000422	MIMAT0002843	MIMAT0000423	MIMAT0002842	MIMAT0000431	MIMAT0002852	MIMAT0000432	MIMAT0002850	MIMAT0000430	MIMAT0000439	MIMAT0002859	MIMAT0003948	MIMAT0000437	MIMAT0002858	MIMAT0000438	MIMAT0002857	MIMAT0000435	MIMAT0002856	MIMAT0003945	MIMAT0000436	MIMAT0000433	MIMAT0002854	MIMAT0000434	MIMAT0002853	MIMAT0019022	MIMAT0019024	MIMAT0018178	MIMAT0011778	MIMAT0011775	MIMAT0011777	MIMAT0009451	MIMAT0002829	MIMAT0002827	MIMAT0002826	MIMAT0000646	MIMAT0002825	MIMAT0002824	MIMAT0002823	MIMAT0002822	MIMAT0002820	MIMAT0002830	MIMAT0019013	MIMAT0019018	MIMAT0019019	MIMAT0010214	MIMAT0000419	MIMAT0002839	MIMAT0000417	MIMAT0002838	MIMAT0000418	MIMAT0002837	MIMAT0000415	MIMAT0000416	MIMAT0002835	MIMAT0002834	MIMAT0000414	MIMAT0002833	MIMAT0002832	MIMAT0002809	MIMAT0002808	MIMAT0002807	MIMAT0002806	MIMAT0002805	MIMAT0002819	MIMAT0002818	MIMAT0002817	MIMAT0009447	MIMAT0002816	MIMAT0009448	MIMAT0009206	MIMAT0002814	MIMAT0002812	MIMAT0002811	MIMAT0000617	MIMAT0005955	MIMAT0000266	MIMAT0005956	MIMAT0000267	MIMAT0000264	MIMAT0000265	MIMAT0000262	MIMAT0000263	MIMAT0000261	MIMAT0011158	MIMAT0016847	MIMAT0011156	MIMAT0005950	MIMAT0005951	MIMAT0005952	MIMAT0005953	MIMAT0000268	MIMAT0000269	MIMAT0005954	MIMAT0003303	MIMAT0000278	MIMAT0003302	MIMAT0000275	MIMAT0003301	MIMAT0000276	MIMAT0003300	MIMAT0000273	MIMAT0000274	MIMAT0000271	MIMAT0000272	MIMAT0011162	MIMAT0011163	MIMAT0003309	MIMAT0011160	MIMAT0003308	MIMAT0003307	MIMAT0003306	MIMAT0000279	MIMAT0003305	MIMAT0003304	MIMAT0004602	MIMAT0005933	MIMAT0000244	MIMAT0000245	MIMAT0005934	MIMAT0004604	MIMAT0000242	MIMAT0005935	MIMAT0005936	MIMAT0004605	MIMAT0000243	MIMAT0005937	MIMAT0000241	MIMAT0005939	MIMAT0001339	MIMAT0005930	MIMAT0005931	MIMAT0005932	MIMAT0005944	MIMAT0004613	MIMAT0000255	MIMAT0005945	MIMAT0000256	MIMAT0004614	MIMAT0000253	MIMAT0005946	MIMAT0000254	MIMAT0000251	MIMAT0001340	MIMAT0000257+MIMAT0002821	MIMAT0001341	MIMAT0005949	MIMAT0000252	MIMAT0000250	MIMAT0005940	MIMAT0000259	MIMAT0005941	MIMAT0005942	MIMAT0005943	MIMAT0000258	MIMAT0005911	MIMAT0000222	MIMAT0005912	MIMAT0005913	MIMAT0000462	MIMAT0002883	MIMAT0005914	MIMAT0002882	MIMAT0005915	MIMAT0000460	MIMAT0002881	MIMAT0000461	MIMAT0002880	MIMAT0005916	MIMAT0005917	MIMAT0005918	MIMAT0005919	MIMAT0000228	MIMAT0000226	MIMAT0000227	MIMAT0002888	MIMAT0005922	MIMAT0005923	MIMAT0005924	MIMAT0000231	MIMAT0005925	MIMAT0019076	MIMAT0005926	MIMAT0002890	MIMAT0019079	MIMAT0005928	MIMAT0005929	MIMAT0005920	MIMAT0005921	MIMAT0000684	MIMAT0002863	MIMAT0004800	MIMAT0000443	MIMAT0001532	MIMAT0004801	MIMAT0000440	MIMAT0000682	MIMAT0002861	MIMAT0004802	MIMAT0004803	MIMAT0000441	MIMAT0000680	MIMAT0004804	MIMAT0000681	MIMAT0004805	MIMAT0004806	MIMAT0004807	MIMAT0013517	MIMAT0004809	MIMAT0000448	MIMAT0000449	MIMAT0002868	MIMAT0000446	MIMAT0000688	MIMAT0002867	MIMAT0000447	MIMAT0001536	MIMAT0019070	MIMAT0000689	MIMAT0000686	MIMAT0019071	MIMAT0000445	MIMAT0000687	MIMAT0002864	MIMAT0005900	MIMAT0002874	MIMAT0005901	MIMAT0000454	MIMAT0002873	MIMAT0004812	MIMAT0005902	MIMAT0000451	MIMAT0019053	MIMAT0005903	MIMAT0000452	MIMAT0001541	MIMAT0004814	MIMAT0005904	MIMAT0000691	MIMAT0005905	MIMAT0000450	MIMAT0000692	MIMAT0005906	MIMAT0005907	MIMAT0000690	MIMAT0019058	MIMAT0005908	MIMAT0019059	MIMAT0004819	MIMAT0005909	MIMAT0010497	MIMAT0010251	MIMAT0000459	MIMAT0002879	MIMAT0000457	MIMAT0002878	MIMAT0000458	MIMAT0002877	MIMAT0000455	MIMAT0002876	MIMAT0000456	MIMAT0001545	MIMAT0002875	MIMAT0004810	MIMAT0003259	MIMAT0003258	MIMAT0003255	MIMAT0018990	MIMAT0003254	MIMAT0003253	MIMAT0001075	MIMAT0003252	MIMAT0003251	MIMAT0003250	MIMAT0006764	MIMAT0006765	MIMAT0006767	MIMAT0003269	MIMAT0003268	MIMAT0002178	MIMAT0003267	MIMAT0003266	MIMAT0002176	MIMAT0003265	MIMAT0018980	MIMAT0002175	MIMAT0003264	MIMAT0002174	MIMAT0003263	MIMAT0002173	MIMAT0002172	MIMAT0018983	MIMAT0018984	MIMAT0002171	MIMAT0003260	MIMAT0002170	MIMAT0001080	MIMAT0018989	MIMAT0015009	MIMAT0015004	MIMAT0015003	MIMAT0004597	MIMAT0006778	MIMAT0003237	MIMAT0003236	MIMAT0003235	MIMAT0003234	MIMAT0003233	MIMAT0003232	MIMAT0003231	MIMAT0003230	MIMAT0018972	MIMAT0018973	MIMAT0018976	MIMAT0018977	MIMAT0005890	MIMAT0005891	MIMAT0005892	MIMAT0005893	MIMAT0005894	MIMAT0005895	MIMAT0005896	MIMAT0005897	MIMAT0005898	MIMAT0004567	MIMAT0003239	MIMAT0005899	MIMAT0003238	MIMAT0003248	MIMAT0003247	MIMAT0003246	MIMAT0003245	MIMAT0003244	MIMAT0003243	MIMAT0003242	MIMAT0003241	MIMAT0003240	MIMAT0018961	MIMAT0018967	MIMAT0018969	MIMAT0003249	MIMAT0005878	MIMAT0003215	MIMAT0005879	MIMAT0003214	MIMAT0018951	MIMAT0018954	MIMAT0004780	MIMAT0005870	MIMAT0005872	MIMAT0005873	MIMAT0004784	MIMAT0005874	MIMAT0003219	MIMAT0005875	MIMAT0003218	MIMAT0005876	MIMAT0003217	MIMAT0005877	MIMAT0003216	MIMAT0005889	MIMAT0003226	MIMAT0003225	MIMAT0003223	MIMAT0003222	MIMAT0003221	MIMAT0003220	MIMAT0018940	MIMAT0018946	MIMAT0018947	MIMAT0005880	MIMAT0005881	MIMAT0005882	MIMAT0004793	MIMAT0005883	MIMAT0004552	MIMAT0005884	MIMAT0004795	MIMAT0005885	MIMAT0004796	MIMAT0005886	MIMAT0004797	MIMAT0005887	MIMAT0004798	MIMAT0003228	MIMAT0003227	MIMAT0004799	MIMAT0018932	MIMAT0018934	MIMAT0018937	MIMAT0018938	MIMAT0004761	MIMAT0004762	MIMAT0004763	MIMAT0004764	MIMAT0004765	MIMAT0004766	MIMAT0004778	MIMAT0005867	MIMAT0005868	MIMAT0004779	MIMAT0005869	MIMAT0018925	MIMAT0018926	MIMAT0018927	MIMAT0018928	MIMAT0004771	MIMAT0005863	MIMAT0004774	MIMAT0004775	MIMAT0005865	MIMAT0005866	MIMAT0004777	MIMAT0018354	MIMAT0018119	MIMAT0015079	MIMAT0004185	MIMAT0015076	MIMAT0015073	MIMAT0015072	MIMAT0015090	MIMAT0018100	MIMAT0018349	MIMAT0015088	MIMAT0015087	MIMAT0015085	MIMAT0002845+MIMAT0005455+MIMAT0005456	MIMAT0015080	MIMAT0015081	MIMAT0015057	MIMAT0015058	MIMAT0015055	MIMAT0015052	MIMAT0015050	MIMAT0019892	MIMAT0019893	MIMAT0019897	MIMAT0019898	MIMAT0015069	MIMAT0015064	MIMAT0015065	MIMAT0015062	MIMAT0015060	MIMAT0003299	MIMAT0003297	MIMAT0003296	MIMAT0003295	MIMAT0003294	MIMAT0003292	MIMAT0003291	MIMAT0003290	MIMAT0015038	MIMAT0015035	MIMAT0007892	MIMAT0019871	MIMAT0015049	MIMAT0015043	MIMAT0015041	MIMAT0003279	MIMAT0003278	MIMAT0003277	MIMAT0003276	MIMAT0003275	MIMAT0003274	MIMAT0003273	MIMAT0003272	MIMAT0003271	MIMAT0003270	MIMAT0015019	MIMAT0015017	MIMAT0015013	MIMAT0015014	MIMAT0015010	MIMAT0005458	MIMAT0005459	MIMAT0006789	MIMAT0003289	MIMAT0003288	MIMAT0003287	MIMAT0003286	MIMAT0003285	MIMAT0003283	MIMAT0003282	MIMAT0003281	MIMAT0003280	MIMAT0015028	MIMAT0015024	MIMAT0007881	MIMAT0007400	MIMAT0007884	MIMAT0015020	MIMAT0007883	MIMAT0007401	MIMAT0007885	MIMAT0020602	MIMAT0007888	MIMAT0007887	MIMAT0020601	MIMAT0007889	MIMAT0001630	MIMAT0001631	MIMAT0004901	MIMAT0004902	MIMAT0004903	MIMAT0018079	MIMAT0004907	MIMAT0004909	MIMAT0001638	MIMAT0001639	MIMAT0001635	MIMAT0004910	MIMAT0004911	MIMAT0004912	MIMAT0004913	MIMAT0004916	MIMAT0004773+MIMAT0002872	MIMAT0004918	MIMAT0010357	MIMAT0000318	MIMAT0000761	MIMAT0000762	MIMAT0000760	MIMAT0002866+MIMAT0002869	MIMAT0000075+MIMAT0001413	MIMAT0007399	MIMAT0000765	MIMAT0000763	MIMAT0000764	MIMAT0000772	MIMAT0000773	MIMAT0000770	MIMAT0000771	MIMAT0001629	MIMAT0001627	MIMAT0001625	MIMAT0001621	MIMAT0000751	MIMAT0012735	MIMAT0012734	MIMAT0010313	MIMAT0000758	MIMAT0000759	MIMAT0000756	MIMAT0000757	MIMAT0000754	MIMAT0000755	MIMAT0000510	MIMAT0000752	MIMAT0000753	MIMAT0000729	MIMAT0000727	MIMAT0000728	MIMAT0000726	MIMAT0000723	MIMAT0000724	MIMAT0000721	MIMAT0000722	MIMAT0000720	MIMAT0018000	MIMAT0000738	MIMAT0000736	MIMAT0000737	MIMAT0000735	MIMAT0000733	MIMAT0000730	MIMAT0004987	MIMAT0004748	MIMAT0002855+MIMAT0005457+MIMAT0002862	MIMAT0004980	MIMAT0004981	MIMAT0004982	MIMAT0004983	MIMAT0004984	MIMAT0004985	MIMAT0004502	MIMAT0004986	MIMAT0000732+MIMAT0019074	MIMAT0000232+MIMAT0004563	MIMAT0000103+MIMAT0000070	MIMAT0004960	MIMAT0003879	MIMAT0005823	MIMAT0003886	MIMAT0004976	MIMAT0005824	MIMAT0003885	MIMAT0004977	MIMAT0005825	MIMAT0004978	MIMAT0005826	MIMAT0003883	MIMAT0004979	MIMAT0005827	MIMAT0003882	MIMAT0005828	MIMAT0003881	MIMAT0005829	MIMAT0003880	MIMAT0004970	MIMAT0004971	MIMAT0004972	MIMAT0003888	MIMAT0004974	MIMAT0004975	MIMAT0003887	MIMAT0000101	MIMAT0004701	MIMAT0000102	MIMAT0004702	MIMAT0004945	MIMAT0000100	MIMAT0004947	MIMAT0004948	MIMAT0004949	MIMAT0016925	MIMAT0014987	MIMAT0014985	MIMAT0000104	MIMAT0004700	MIMAT0004954	MIMAT0004955	MIMAT0004957	MIMAT0004958	MIMAT0004959	MIMAT0014999	MIMAT0014996	MIMAT0014990	MIMAT0004951	MIMAT0004952	MIMAT0005800	MIMAT0004953	MIMAT0004921	MIMAT0004922	MIMAT0004923	MIMAT0004924	MIMAT0004925	MIMAT0004926	MIMAT0004928	MIMAT0004929	MIMAT0010367	MIMAT0010364	MIMAT0001412	MIMAT0004920	MIMAT0016916	MIMAT0016915	MIMAT0010133	MIMAT0019964	MIMAT0005791	MIMAT0005792	MIMAT0005793	MIMAT0005794	MIMAT0005795	MIMAT0005796	MIMAT0005797	MIMAT0005798	MIMAT0005799	MIMAT0003389	MIMAT0019950	MIMAT0019951	MIMAT0000089	MIMAT0000086	MIMAT0000087	MIMAT0000084	MIMAT0000085	MIMAT0000082	MIMAT0000083	MIMAT0000080	MIMAT0000081	MIMAT0019709	MIMAT0017992	MIMAT0004682	MIMAT0004683	MIMAT0004687	MIMAT0000099	MIMAT0000097	MIMAT0000098	MIMAT0000095	MIMAT0000096	MIMAT0000093	MIMAT0000094	MIMAT0000091	MIMAT0000092	MIMAT0000090	MIMAT0004450	MIMAT0004692	MIMAT0004693	MIMAT0004694	MIMAT0004695	MIMAT0004696	MIMAT0004697	MIMAT0005788	MIMAT0005789	MIMAT0000068	MIMAT0003336	MIMAT0000069	MIMAT0003335	MIMAT0000066	MIMAT0000067	MIMAT0003333	MIMAT0000064	MIMAT0003332	MIMAT0000065	MIMAT0003331	MIMAT0000062	MIMAT0003330	MIMAT0000063	MIMAT0003339	MIMAT0003338	MIMAT0003337	MIMAT0004679	MIMAT0000077	MIMAT0000078	MIMAT0000076	MIMAT0000073	MIMAT0000074	MIMAT0003340	MIMAT0000072	MIMAT0017981	MIMAT0004675	MIMAT0004676	MIMAT0004677	MIMAT0003314	MIMAT0003313	MIMAT0003312	MIMAT0003311	MIMAT0003310	MIMAT0000280	MIMAT0000281	MIMAT0003319	MIMAT0003318	MIMAT0003317	MIMAT0003316	MIMAT0003315	MIMAT0003325	MIMAT0003324	MIMAT0003323	MIMAT0003322	MIMAT0003321	MIMAT0003320	MIMAT0003329	MIMAT0003328	MIMAT0003327	MIMAT0003326	MIMAT0000707	MIMAT0000705	MIMAT0000703	MIMAT0000718	MIMAT0000719	MIMAT0000717	MIMAT0000715	MIMAT0007347	MIMAT0007349	MIMAT0000710	MIMAT0007348	MIMAT0005454+MIMAT0002831	MIMAT0004284	MIMAT0017352	MIMAT0009979	MIMAT0009977	MIMAT0009978	MIMAT0018443	MIMAT0018444	MIMAT0018445	MIMAT0018446	MIMAT0018205	MIMAT0018447	MIMAT0005591	MIMAT0005592	MIMAT0005593	MIMAT0003180	MIMAT0003393	MIMAT0003150	MIMAT0005572	MIMAT0005573	MIMAT0005577	MIMAT0003165	MIMAT0003164	MIMAT0003163	MIMAT0003161	MIMAT0005580	MIMAT0005583	MIMAT0005584	MIMAT0005586	MIMAT0005588	MIMAT0005589
DO46538	11702.82	71.86	24.54	198.06	35.05	92.89	255.9	150.73	308.48	77.12	82.38	71.86	6891.64	234.86	192.8	224.35	6986.29	92.89	276.93	203.31	31783.59	182.28	98.15	113.93	92.89	234.86	2085.72	40.31	134.96	77.12	1186.58	66.6	45.57	513.54	113.93	171.77	4967.17	145.47	4120.61	45.57	129.7	87.64	155.99	129.7	0.33	45.57	103.41	166.51	1570.43	24.54	213.83	134.96	182.28	103.41	140.22	134.96	66.6	35.05	87.64	3237.25	98.15	11092.88	234.86	4998.72	219.09	4031.23	161.25	66.6	77.12	24185.6	56.09	145.47	329.51	329.51	82.38	98.15	261.15	255.9	98.15	350.54	92.89	634.48	224.35	0.33	140.22	98.15	61.34	51238.63	71.86	15425.57	182.28	1034.1	755.42	161.25	297.96	576.64	592.41	45.57	71.86	140.22	87.64	166.51	77.12	177.02	282.19	187.54	18101.96	19.28	2753.5	56.09	318.99	61.34	177.02	276.93	282.19	0.33	460.96	119.18	245.38	250.64	177.02	297.96	134.96	103.41	0.33	6597.19	98.15	150.73	292.7	203.31	1565.17	1864.88	213.83	14.02	124.44	56.09	98.15	77.12	792.22	177.02	98.15	19.28	234.86	119.18	134.96	208.57	108.67	161.25	3547.48	45.57	1733.43	334.77	786.97	29.8	408.38	113.93	618.71	366.32	198.06	587.16	234.86	145.47	92.89	629.22	50.83	103.41	129.7	177.02	2206.66	329.51	203.31	14.02	161.25	439.93	166.51	108.67	19.28	287.44	318.99	282.19	119.18	224.35	3.51	14.02	71.86	134.96	56.09	1922.72	308.48	481.99	140.22	224.35	1160.29	134.96	129.7	145.47	134.96	92.89	56.09	192.8	66.6	87.64	92.89	129.7	124.44	4078.55	203.31	145.47	4725.3	3857.71	155.99	50.83	87.64	182.28	5329.98	71.86	1554.65	87.64	155.99	166.51	171.77	124.44	134.96	303.22	439.93	66.6	786.97	161.25	140.22	1207.62	213.83	718.61	208.57	949.97	6528.83	198.06	56.09	71.86	166.51	56.09	45.57	140.22	145.47	71.86	445.19	10751.1	71.86	98.15	7575.2	198.06	418.9	87.64	29.8	324.25	4604.36	134.96	40.31	897.39	3.51	161.25	87.64	24.54	129.7	87.64	177.02	129.7	113.93	387.35	71.86	155.99	187.54	229.6	82.38	445.19	403.12	355.8	198.06	24.54	592.41	77.12	129.7	45.57	113.93	103.41	35.05	103.41	134.96	40.31	161.25	408.38	182.28	56.09	82.38	24.54	534.58	171.77	124.44	177.02	113.93	2122.53	439.93	119.18	529.32	161.25	166.51	134.96	198.06	82.38	92.89	155.99	708.09	129.7	0.33	113.93	35.05	161.25	45.57	50.83	445.19	66.6	77.12	87.64	187.54	250.64	266.41	203.31	84958.96	255.9	92.89	8.76	8.76	208.57	0.33	35.05	119.18	14.02	1454.75	40.31	723.87	77.12	129.7	240.12	77.12	61.34	50.83	308.48	245.38	66.6	8.76	387.35	403.12	40.31	66.6	56.09	213.83	140.22	61.34	35.05	77.12	113.93	192.8	618.71	77.12	124.44	171.77	82.38	108.67	66.6	397.86	45.57	113.93	234.86	108.67	140.22	45.57	61.34	87.64	66.6	40.31	198.06	145.47	171.77	66.6	408.38	35.05	129.7	40.31	50.83	98.15	45.57	681.8	98.15	35.05	155.99	71.86	129.7	0.33	19.28	40.31	8.76	177.02	213.83	192.8	61.34	29.8	92.89	29.8	19.28	61.34	50.83	103.41	155.99	140.22	108.67	113.93	124.44	98.15	1807.04	50.83	71.86	87.64	103.41	35.05	187.54	40.31	134.96	266.41	119.18	744.9	71.86	66.6	303.22	602.93	229.6	203.31	103.41	35.05	282.19	240.12	61.34	124.44	261.15	0.33	98.15	82.38	124.44	40.31	77.12	82.38	345.28	124.44	129.7	129.7	108.67	77.12	3.51	1039.36	50.83	276.93	161.25	87.64	35.05	82.38	56.09	14.02	108.67	5040.78	187.54	140.22	108.67	797.48	14.02	87.64	166.51	35.05	98.15	61.34	71.86	161.25	219.09	66.6	266.41	161.25	50.83	92.89	77.12	92.89	0.33	40.31	77.12	140.22	82.38	192.8	45.57	45.57	145.47	77.12	161.25	177.02	45.57	166.51	229.6	82.38	161.25	103.41	71.86	129.7	14.02	177.02	61.34	29.8	98.15	56.09	1770.23	0.33	198.06	82.38	119.18	35.05	203.31	87.64	166.51	35.05	77.12	50.83	113.93	203.31	150.73	387.35	208.57	24.54	2133.04	639.74	50.83	213.83	350.54	8458.56	82.38	1538.88	576.64	129.7	150.73	92.89	145.47	134.96	92.89	61.34	77.12	24.54	145.47	40.31	56.09	66.6	513.54	1034.1	92.89	613.45	182.28	140.22	140.22	182.28	1938.49	408.38	3489.64	187.54	119.18	129.7	155.99	140.22	71.86	361.06	198.06	150.73	113.93	208.57	61.34	150.73	87.64	224.35	350.54	140.22	113.93	134.96	150.73	155.99	14.02	113.93	471.48	0.33	361.06	1927.98	36684.16	0.33	161.25	166.51	271.67	108.67	50.83	276.93	155.99	45.57	119.18	56.09	113.93	0.33	35.05	40.31	760.67	134.96	71.86	71.86	108.67	87.64	129.7	77.12	71.86	150.73	56.09	66.6	40.31	108.67	50.83	119.18	66324.18	508.28	56.09	481.99	224.35	19.28	29.8	829.03	155.99	108.67	818.51	14.02	255.9	155.99	150.73	66.6	35.05	113.93	56.09	108.67	40.31	103.41	134.96	45.57	45.57	77.12	82.38	192.8	66.6	177.02	340.03	71.86	82.38	413.64	145.47	29.8	87.64	124.44	45.57	29.8	40.31	119.18	87.64	145.47	50.83	0.33	392.61	108.67	50.83	387.35	3794.61	1896.43	3137.35	324.25	29974.79	4378.26	8695.18	3705.22	92.89	87.64	660.77	276.93	92.89	182.28	1738.69	1927.98	881.61	1039.36	6812.77	734.38	708.09	13148.81	3147.86	334.77	723.87	124.44	0.33	234.86	82.38	271.67	555.61	177.02	10577.59	92.89	9152.64	61.34	1123.49	11234.85	0.33	1060.39	161.25	1870.14	19.28	83334.2	0.33	20468.11	103.41	424.16	92.89	19.28	771.19	65425.04	127108.06	1134.0	12333.8	297.96	986.77	187.54	50.83	35.05	171.77	229.6	0.33	92.89	177.02	166.51	886.87	77.12	129.7	35.05	66.6	98.15	92.89	66.6	87.64	219.09	14.02	171.77	29.8	324.25	92.89	1139.26	324.25	308.48	266.41	2048.91	303.22	192.8	87.64	103.41	40.31	71.86	198.06	61.34	171.77	66.6	108.67	40.31	124.44	198.06	29.8	0.33	198.06	350.54	198.06	581.9	171.77	103.41	119.18	119.18	839.55	92.89	266.41	177.02	82.38	0.33	155.99	29.8	124.44	61.34	103.41	19.28	3.51	187.54	708.09
DO46533	29705.8	422.33	122.45	272.39	347.36	272.39	737.21	407.34	1516.9	287.39	167.43	617.26	37202.84	1082.07	632.25	437.33	142566.33	167.43	2836.38	572.27	82290.08	182.43	287.39	272.39	137.45	527.29	64746.99	302.38	1232.01	137.45	25732.36	62.48	167.43	4230.83	317.37	377.35	3885.97	257.4	842.17	182.43	212.42	302.38	287.39	422.33	0.81	287.39	377.35	257.4	2401.55	302.38	272.39	302.38	512.3	782.19	332.37	197.42	377.35	2.5	152.44	30095.64	332.37	37532.71	437.33	31445.11	587.27	6704.86	317.37	182.43	227.41	113582.75	347.36	482.31	767.2	317.37	317.37	257.4	917.14	737.21	182.43	1801.79	377.35	932.13	347.36	77.47	452.32	227.41	242.4	139402.58	287.39	69125.27	452.32	4230.83	12732.48	722.22	572.27	13572.15	1426.94	122.45	212.42	542.29	362.36	437.33	317.37	647.24	767.2	497.3	32434.72	122.45	15536.38	152.44	992.11	167.43	362.36	812.18	452.32	77.47	6509.94	347.36	512.3	287.39	722.22	302.38	347.36	302.38	47.48	34204.02	122.45	272.39	392.35	392.35	7454.56	6959.76	632.25	212.42	92.46	212.42	722.22	212.42	23438.27	212.42	482.31	77.47	407.34	212.42	362.36	422.33	317.37	377.35	5100.49	197.42	17110.76	977.12	6974.75	2.5	2596.48	167.43	2431.54	2416.55	827.17	2371.57	632.25	497.3	467.32	2116.67	137.45	197.42	242.4	1112.06	3391.16	1456.93	902.14	0.81	452.32	12552.55	437.33	452.32	0.81	1681.84	3870.97	2326.58	3361.18	362.36	152.44	122.45	77.47	437.33	257.4	7859.4	1291.99	482.31	572.27	902.14	41221.26	302.38	437.33	482.31	1262.0	182.43	92.46	527.29	137.45	182.43	467.32	317.37	407.34	27141.81	452.32	347.36	27321.74	18850.07	227.41	167.43	212.42	452.32	13182.31	197.42	6524.93	32.49	617.26	317.37	647.24	347.36	1936.74	482.31	317.37	557.28	3121.27	377.35	212.42	3616.08	497.3	7319.62	1247.01	482.31	19779.71	1052.09	272.39	257.4	1112.06	197.42	137.45	572.27	197.42	152.44	332.37	4095.89	17.49	302.38	2461.53	302.38	557.28	632.25	242.4	1381.96	14471.8	197.42	17.49	422.33	32.49	347.36	257.4	77.47	392.35	617.26	497.3	632.25	1831.78	1232.01	1501.91	647.24	542.29	1112.06	497.3	2086.68	4200.84	1007.1	392.35	197.42	1816.78	377.35	62.48	17.49	182.43	197.42	197.42	272.39	167.43	182.43	317.37	992.11	467.32	32.49	362.36	107.46	2821.39	1351.97	182.43	602.26	407.34	677.23	1591.87	242.4	1381.96	1022.1	437.33	242.4	797.19	392.35	437.33	422.33	1187.03	212.42	77.47	347.36	92.46	422.33	137.45	107.46	857.16	197.42	107.46	47.48	287.39	797.19	347.36	272.39	126942.49	392.35	32.49	92.46	77.47	287.39	0.81	212.42	392.35	107.46	722.22	212.42	4410.76	362.36	257.4	212.42	227.41	137.45	212.42	872.16	587.27	17.49	17.49	557.28	1816.78	2.5	272.39	0.81	602.26	527.29	122.45	287.39	227.41	227.41	722.22	1112.06	62.48	272.39	1336.97	2.5	212.42	17.49	227.41	107.46	497.3	962.12	332.37	212.42	227.41	32.49	212.42	302.38	152.44	722.22	527.29	497.3	212.42	62.48	122.45	287.39	137.45	62.48	617.26	242.4	2986.32	152.44	137.45	332.37	347.36	887.15	0.81	2.5	167.43	152.44	452.32	812.18	1591.87	0.81	317.37	407.34	77.47	62.48	227.41	227.41	437.33	737.21	152.44	197.42	377.35	257.4	407.34	4890.57	32.49	197.42	347.36	212.42	212.42	347.36	287.39	392.35	542.29	737.21	317.37	242.4	0.81	902.14	1591.87	1172.04	647.24	167.43	302.38	3526.11	677.23	392.35	242.4	452.32	0.81	32.49	17.49	302.38	122.45	227.41	362.36	392.35	527.29	407.34	677.23	152.44	257.4	257.4	3736.03	152.44	692.23	512.3	212.42	92.46	77.47	182.43	47.48	272.39	1651.85	332.37	182.43	347.36	1142.05	122.45	422.33	332.37	272.39	212.42	0.81	362.36	377.35	347.36	227.41	407.34	362.36	257.4	527.29	467.32	392.35	107.46	92.46	227.41	557.28	227.41	482.31	62.48	197.42	347.36	317.37	377.35	257.4	0.81	437.33	722.22	392.35	152.44	302.38	287.39	482.31	212.42	227.41	257.4	167.43	227.41	362.36	63427.51	2.5	332.37	137.45	257.4	122.45	482.31	497.3	992.11	197.42	347.36	137.45	482.31	602.26	572.27	932.13	287.39	137.45	10993.17	2881.36	152.44	1741.81	377.35	21099.19	197.42	2941.34	947.13	362.36	1247.01	302.38	422.33	332.37	287.39	347.36	317.37	152.44	662.24	242.4	317.37	272.39	8039.33	3181.25	227.41	4110.88	1172.04	797.19	602.26	467.32	13137.32	3661.06	19809.7	512.3	302.38	422.33	527.29	272.39	482.31	3915.96	947.13	587.27	1172.04	1202.03	257.4	497.3	1007.1	257.4	1816.78	497.3	512.3	542.29	437.33	212.42	362.36	167.43	2191.64	62.48	3181.25	29975.69	82020.19	107.46	677.23	317.37	917.14	257.4	152.44	1591.87	272.39	797.19	287.39	122.45	452.32	137.45	137.45	107.46	3481.13	257.4	167.43	197.42	227.41	77.47	497.3	272.39	302.38	1411.94	452.32	92.46	347.36	212.42	377.35	347.36	71269.42	1651.85	122.45	167.43	677.23	242.4	212.42	2701.44	467.32	692.23	4680.66	0.81	827.17	422.33	212.42	317.37	302.38	182.43	257.4	632.25	62.48	437.33	317.37	92.46	2.5	422.33	1157.04	602.26	2.5	422.33	1157.04	122.45	197.42	362.36	137.45	0.81	182.43	317.37	107.46	107.46	77.47	257.4	77.47	407.34	287.39	272.39	1501.91	377.35	302.38	3466.13	7649.49	12222.68	2296.6	1726.82	85603.77	21818.9	10408.4	14696.71	317.37	257.4	2176.64	872.16	107.46	497.3	43185.49	20724.34	3196.24	3915.96	19494.82	1846.77	1291.99	35193.63	8219.26	1157.04	1486.91	422.33	32.49	1816.78	272.39	1277.0	17995.41	3211.23	15986.2	287.39	21459.05	197.42	9568.73	23663.18	0.81	14936.62	377.35	5865.19	167.43	375799.44	152.44	186738.93	317.37	1426.94	152.44	32.49	3241.22	88722.55	232141.04	8174.28	35463.53	2221.62	3331.19	407.34	152.44	77.47	662.24	482.31	137.45	242.4	287.39	677.23	1726.82	242.4	272.39	167.43	287.39	182.43	167.43	107.46	167.43	317.37	167.43	497.3	197.42	1981.72	107.46	302.38	182.43	5085.5	992.11	8879.0	722.22	272.39	227.41	482.31	182.43	122.45	737.21	197.42	122.45	227.41	242.4	92.46	227.41	722.22	77.47	122.45	212.42	827.17	272.39	782.19	482.31	362.36	317.37	797.19	2581.48	1142.05	437.33	302.38	407.34	77.47	362.36	47.48	272.39	167.43	332.37	0.81	77.47	827.17	512.3
