 	MIMAT0000420	MIMAT0000421	MIMAT0000428	MIMAT0000429	MIMAT0000426	MIMAT0000427	MIMAT0002846	MIMAT0000424	MIMAT0000425	MIMAT0000422	MIMAT0002843	MIMAT0000423	MIMAT0000431	MIMAT0000432	MIMAT0000430	MIMAT0000439	MIMAT0000437	MIMAT0000438	MIMAT0000435	MIMAT0002856	MIMAT0000436	MIMAT0000433	MIMAT0000434	MIMAT0002853	MIMAT0000646	MIMAT0002825	MIMAT0002820	MIMAT0002830	MIMAT0010214	MIMAT0000419	MIMAT0000417	MIMAT0000418	MIMAT0000415	MIMAT0000416	MIMAT0002834	MIMAT0000414	MIMAT0002809	MIMAT0002807	MIMAT0002806	MIMAT0002805	MIMAT0002819	MIMAT0002818	MIMAT0002817	MIMAT0002816	MIMAT0000617	MIMAT0005955	MIMAT0000266	MIMAT0000267	MIMAT0000265	MIMAT0000262	MIMAT0000263	MIMAT0000261	MIMAT0016847	MIMAT0000268	MIMAT0000269	MIMAT0000278	MIMAT0000275	MIMAT0003301	MIMAT0000276	MIMAT0000273	MIMAT0000274	MIMAT0000272	MIMAT0000279	MIMAT0000244	MIMAT0000245	MIMAT0000242	MIMAT0004605	MIMAT0000243	MIMAT0000241	MIMAT0001339	MIMAT0005931	MIMAT0000255	MIMAT0000256	MIMAT0004614	MIMAT0000253	MIMAT0000254	MIMAT0001340	MIMAT0001341	MIMAT0000252	MIMAT0000250	MIMAT0000259	MIMAT0000258	MIMAT0000222	MIMAT0000462	MIMAT0000460	MIMAT0000461	MIMAT0000226	MIMAT0002888	MIMAT0000231	MIMAT0002890	MIMAT0000684	MIMAT0000443	MIMAT0001532	MIMAT0000440	MIMAT0000682	MIMAT0000441	MIMAT0000680	MIMAT0000681	MIMAT0000448	MIMAT0000449	MIMAT0000446	MIMAT0000688	MIMAT0000447	MIMAT0001536	MIMAT0000689	MIMAT0000686	MIMAT0000445	MIMAT0000687	MIMAT0002874	MIMAT0005901	MIMAT0000454	MIMAT0000451	MIMAT0005903	MIMAT0000452	MIMAT0001541	MIMAT0000691	MIMAT0000450	MIMAT0000692	MIMAT0000690	MIMAT0000459	MIMAT0000457	MIMAT0000458	MIMAT0000455	MIMAT0002876	MIMAT0000456	MIMAT0001545	MIMAT0003258	MIMAT0001075	MIMAT0006764	MIMAT0002178	MIMAT0018980	MIMAT0002175	MIMAT0002173	MIMAT0002172	MIMAT0018984	MIMAT0002171	MIMAT0001080	MIMAT0004597	MIMAT0003233	MIMAT0003247	MIMAT0003214	MIMAT0004780	MIMAT0004784	MIMAT0003218	MIMAT0005886	MIMAT0018932	MIMAT0004763	MIMAT0018926	MIMAT0018927	MIMAT0004774	MIMAT0004775	MIMAT0015064	MIMAT0005458	MIMAT0003283	MIMAT0003281	MIMAT0001631	MIMAT0004903	MIMAT0001638	MIMAT0001639	MIMAT0001635	MIMAT0004911	MIMAT0000318	MIMAT0000761	MIMAT0000760	MIMAT0000765	MIMAT0000763	MIMAT0000764	MIMAT0000773	MIMAT0000770	MIMAT0001629	MIMAT0001627	MIMAT0001625	MIMAT0000751	MIMAT0000758	MIMAT0000759	MIMAT0000756	MIMAT0000757	MIMAT0000755	MIMAT0000510	MIMAT0000752	MIMAT0000753	MIMAT0000729	MIMAT0000727	MIMAT0000728	MIMAT0000726	MIMAT0000724	MIMAT0000721	MIMAT0000722	MIMAT0000720	MIMAT0018000	MIMAT0000738	MIMAT0000736	MIMAT0000737	MIMAT0000733	MIMAT0000730	MIMAT0004748	MIMAT0004502	MIMAT0004960	MIMAT0003879	MIMAT0003885	MIMAT0003881	MIMAT0000101	MIMAT0004945	MIMAT0000100	MIMAT0004949	MIMAT0016925	MIMAT0000104	MIMAT0004954	MIMAT0004955	MIMAT0004957	MIMAT0004958	MIMAT0004959	MIMAT0014999	MIMAT0004952	MIMAT0005800	MIMAT0004953	MIMAT0004922	MIMAT0004924	MIMAT0004926	MIMAT0004928	MIMAT0004929	MIMAT0001412	MIMAT0005792	MIMAT0005793	MIMAT0005796	MIMAT0003389	MIMAT0000089	MIMAT0000086	MIMAT0000087	MIMAT0000084	MIMAT0000085	MIMAT0000082	MIMAT0000083	MIMAT0000080	MIMAT0000081	MIMAT0004683	MIMAT0004687	MIMAT0000099	MIMAT0000097	MIMAT0000098	MIMAT0000095	MIMAT0000096	MIMAT0000093	MIMAT0000091	MIMAT0000092	MIMAT0000090	MIMAT0004692	MIMAT0004693	MIMAT0004697	MIMAT0000068	MIMAT0000069	MIMAT0000066	MIMAT0000067	MIMAT0000064	MIMAT0000065	MIMAT0003331	MIMAT0000062	MIMAT0000063	MIMAT0003339	MIMAT0004679	MIMAT0000077	MIMAT0000078	MIMAT0000076	MIMAT0000073	MIMAT0000074	MIMAT0000072	MIMAT0004675	MIMAT0000280	MIMAT0000281	MIMAT0003322	MIMAT0003329	MIMAT0003327	MIMAT0000707	MIMAT0000705	MIMAT0000703	MIMAT0000718	MIMAT0000719	MIMAT0000717	MIMAT0000715	MIMAT0000710	MIMAT0018443	MIMAT0003180	MIMAT0003393	MIMAT0003150	MIMAT0003161
DO46538	11702.82	71.86	35.05	255.9	308.48	77.12	82.38	71.86	6891.64	192.8	224.35	6986.29	276.93	31783.59	98.15	113.93	2085.72	134.96	1186.58	66.6	513.54	113.93	4967.17	145.47	1570.43	24.54	103.41	140.22	87.64	3237.25	11092.88	4998.72	4031.23	161.25	77.12	24185.6	329.51	82.38	98.15	261.15	255.9	98.15	350.54	634.48	51238.63	71.86	15425.57	1034.1	161.25	297.96	576.64	592.41	71.86	282.19	187.54	2753.5	318.99	61.34	177.02	282.19	0.33	119.18	6597.19	1565.17	1864.88	124.44	77.12	792.22	98.15	234.86	134.96	3547.48	1733.43	334.77	786.97	408.38	618.71	198.06	234.86	145.47	629.22	177.02	329.51	161.25	287.44	282.19	56.09	308.48	1160.29	134.96	92.89	4078.55	203.31	4725.3	3857.71	182.28	5329.98	1554.65	134.96	303.22	66.6	786.97	140.22	1207.62	718.61	208.57	6528.83	198.06	166.51	56.09	45.57	445.19	71.86	98.15	7575.2	87.64	324.25	4604.36	897.39	129.7	387.35	155.99	229.6	82.38	445.19	403.12	592.41	103.41	40.31	82.38	177.02	113.93	529.32	161.25	134.96	198.06	155.99	35.05	77.12	77.12	35.05	192.8	171.77	397.86	155.99	177.02	29.8	98.15	1807.04	103.41	35.05	129.7	92.89	45.57	77.12	1770.23	82.38	87.64	166.51	35.05	50.83	2133.04	639.74	213.83	1538.88	576.64	129.7	92.89	145.47	92.89	61.34	77.12	145.47	513.54	1034.1	92.89	613.45	140.22	140.22	182.28	1938.49	408.38	3489.64	187.54	119.18	155.99	140.22	71.86	361.06	198.06	150.73	113.93	208.57	150.73	87.64	350.54	471.48	0.33	161.25	276.93	134.96	66.6	119.18	66324.18	481.99	224.35	829.03	108.67	818.51	14.02	255.9	155.99	150.73	56.09	108.67	40.31	134.96	45.57	82.38	192.8	66.6	71.86	45.57	29.8	87.64	392.61	387.35	3794.61	1896.43	3137.35	324.25	29974.79	4378.26	8695.18	3705.22	276.93	92.89	182.28	1738.69	1927.98	881.61	1039.36	6812.77	708.09	13148.81	3147.86	723.87	124.44	271.67	10577.59	9152.64	1123.49	11234.85	1060.39	1870.14	19.28	83334.2	20468.11	103.41	19.28	771.19	65425.04	127108.06	1134.0	12333.8	986.77	50.83	886.87	77.12	14.02	324.25	1139.26	308.48	266.41	2048.91	303.22	192.8	87.64	103.41	198.06	29.8	119.18	839.55	92.89	124.44
DO46533	29705.8	422.33	347.36	737.21	1516.9	287.39	167.43	617.26	37202.84	632.25	437.33	142566.33	2836.38	82290.08	287.39	272.39	64746.99	1232.01	25732.36	62.48	4230.83	317.37	3885.97	257.4	2401.55	302.38	782.19	332.37	152.44	30095.64	37532.71	31445.11	6704.86	317.37	227.41	113582.75	767.2	317.37	257.4	917.14	737.21	182.43	1801.79	932.13	139402.58	287.39	69125.27	4230.83	722.22	572.27	13572.15	1426.94	212.42	767.2	497.3	15536.38	992.11	167.43	362.36	452.32	77.47	347.36	34204.02	7454.56	6959.76	92.46	212.42	23438.27	482.31	407.34	362.36	5100.49	17110.76	977.12	6974.75	2596.48	2431.54	827.17	632.25	497.3	2116.67	1112.06	1456.93	452.32	1681.84	2326.58	257.4	1291.99	41221.26	1262.0	467.32	27141.81	452.32	27321.74	18850.07	452.32	13182.31	6524.93	1936.74	482.31	557.28	3121.27	212.42	3616.08	7319.62	1247.01	19779.71	1052.09	1112.06	197.42	137.45	332.37	17.49	302.38	2461.53	632.25	1381.96	14471.8	422.33	632.25	1232.01	647.24	1112.06	497.3	2086.68	4200.84	1816.78	197.42	182.43	362.36	602.26	407.34	1381.96	1022.1	242.4	797.19	422.33	92.46	107.46	227.41	287.39	722.22	1336.97	227.41	332.37	452.32	77.47	407.34	4890.57	212.42	212.42	677.23	392.35	197.42	317.37	63427.51	137.45	497.3	992.11	197.42	137.45	10993.17	2881.36	1741.81	2941.34	947.13	362.36	302.38	422.33	287.39	347.36	317.37	662.24	8039.33	3181.25	227.41	4110.88	797.19	602.26	467.32	13137.32	3661.06	19809.7	512.3	302.38	527.29	272.39	482.31	3915.96	947.13	587.27	1172.04	1202.03	497.3	1007.1	1816.78	2191.64	107.46	677.23	1591.87	257.4	92.46	347.36	71269.42	167.43	677.23	2701.44	692.23	4680.66	0.81	827.17	422.33	212.42	257.4	632.25	62.48	317.37	2.5	1157.04	602.26	2.5	122.45	107.46	107.46	77.47	1501.91	3466.13	7649.49	12222.68	2296.6	1726.82	85603.77	21818.9	10408.4	14696.71	872.16	107.46	497.3	43185.49	20724.34	3196.24	3915.96	19494.82	1291.99	35193.63	8219.26	1486.91	422.33	1277.0	15986.2	21459.05	9568.73	23663.18	14936.62	5865.19	167.43	375799.44	186738.93	317.37	32.49	3241.22	88722.55	232141.04	8174.28	35463.53	3331.19	152.44	1726.82	242.4	167.43	1981.72	302.38	5085.5	992.11	8879.0	722.22	272.39	227.41	482.31	737.21	77.47	797.19	2581.48	1142.05	272.39
DO46412	19635.04	181.31	4228.84	373.29	2437.05	213.31	5.33	421.28	32705.52	101.32	149.32	97481.97	4788.77	46799.88	53.33	149.32	28002.07	1845.12	52095.26	53.33	3236.96	453.28	198430.19	85.32	7380.47	21.33	1317.18	5.33	1.24	10708.08	52255.24	17219.33	18451.18	469.28	69.33	175824.83	7844.42	1.24	165.31	341.29	1077.21	69.33	613.26	1189.19	53455.1	69.33	8036.4	1349.18	1157.2	1093.21	6628.56	1893.11	1.24	309.3	101.32	1621.14	1173.2	1.24	293.3	565.27	1.24	5.33	18067.23	2165.08	6132.62	37.33	485.28	33537.42	53.33	229.31	133.32	7524.46	13843.72	1077.21	5908.64	14307.66	661.26	309.3	453.28	85.32	869.23	1269.19	2389.05	245.3	3908.88	3892.88	3716.9	4628.79	7268.49	69.33	53.33	29857.85	213.31	39888.68	43968.21	3156.97	22722.68	29873.85	693.25	5812.66	245.3	4660.79	213.31	10804.07	8740.31	341.29	64093.86	869.23	837.24	69.33	1.24	32529.54	101.32	165.31	437.28	309.3	245.3	15891.48	1733.13	437.28	821.24	117.32	901.23	149.32	2629.03	1813.12	1429.17	21.33	37.33	37.33	85.32	69.33	1877.11	261.3	69.33	117.32	3284.95	53.33	1.24	421.28	1.24	805.24	37.33	21.33	69.33	389.29	1.24	69.33	1733.13	581.27	149.32	21.33	325.3	1.24	1.24	69389.24	21.33	69.33	229.31	117.32	5.33	50719.42	2789.01	2197.08	821.24	2597.03	5.33	1.24	37.33	1.24	117.32	53.33	133.32	61406.17	10052.16	53.33	1717.13	37.33	261.3	85.32	35633.18	1189.19	38320.86	373.29	53.33	117.32	37.33	53.33	533.27	149.32	133.32	85.32	485.28	213.31	309.3	1381.17	1477.16	117.32	277.3	1461.16	1.24	1.24	149.32	223067.32	613.26	117.32	4612.8	101.32	6660.56	37.33	341.29	277.3	821.24	5.33	101.32	1.24	101.32	53.33	1589.15	53.33	85.32	1.24	5.33	1.24	21.33	597.26	37.33	12451.88	7060.51	3732.9	3044.98	45712.0	38048.9	20722.92	39936.68	7412.47	21.33	245.3	7524.46	11747.96	1685.14	5268.72	27506.13	933.22	5892.65	8900.3	4180.85	149.32	917.23	46463.91	44224.18	10948.06	20019.0	5364.71	8052.39	261.3	276933.04	91402.67	149.32	53.33	9460.23	112392.23	561523.85	9988.17	31729.63	1765.13	53.33	16387.42	197.31	293.3	709.25	1.24	1701.13	3796.89	4148.85	501.27	197.31	53.33	133.32	1237.19	1.24	165.31	2964.99	421.28	325.3
DO46611	4986.41	0.07	20200.77	255.12	23.19	23.19	440.66	718.97	24329.06	1182.82	904.51	53505.37	2249.68	113017.62	0.07	579.82	2296.07	487.04	6424.35	394.27	208.73	301.5	5635.81	440.66	718.97	672.59	1461.13	208.73	0.07	3826.78	10459.87	11433.96	6285.2	301.5	0.07	128649.45	1275.59	301.5	69.58	533.43	1507.52	440.66	3734.01	3038.23	29477.82	533.43	24700.14	4708.1	950.9	1229.21	765.36	1321.98	487.04	1136.44	950.9	997.28	1461.13	487.04	347.89	579.82	0.07	394.27	104436.35	811.74	63988.43	162.35	162.35	42233.76	69.58	718.97	347.89	487.04	63756.5	765.36	208.73	7676.76	672.59	1924.99	997.28	208.73	440.66	21221.24	1229.21	394.27	1229.21	626.2	579.82	5171.95	9300.24	533.43	904.51	7630.37	672.59	36992.22	82078.67	347.89	23354.97	9207.47	7583.99	1461.13	3409.31	1043.67	1229.21	31797.08	765.36	718.97	6656.28	858.13	3502.09	0.07	69.58	115.96	0.07	115.96	997.28	7352.06	997.28	75909.44	579.82	1275.59	347.89	347.89	394.27	347.89	7305.67	2388.84	1646.68	0.07	2574.38	115.96	672.59	440.66	1600.29	1275.59	208.73	858.13	162.35	162.35	301.5	1693.06	23.19	255.12	23.19	0.07	208.73	440.66	301.5	626.2	3316.54	208.73	672.59	301.5	1043.67	23.19	718.97	11433.96	208.73	487.04	672.59	626.2	440.66	39125.94	997.28	1136.44	579.82	2388.84	672.59	208.73	394.27	579.82	394.27	208.73	487.04	61437.24	10970.11	0.07	42929.53	1182.82	2806.31	394.27	2481.61	7723.14	30451.91	1043.67	0.07	115.96	162.35	533.43	4476.18	1043.67	626.2	1739.45	1924.99	718.97	487.04	1924.99	1971.37	672.59	440.66	0.07	0.07	162.35	162.35	156573.36	904.51	301.5	533.43	487.04	3919.55	255.12	1136.44	347.89	997.28	533.43	718.97	0.07	0.07	255.12	2156.91	579.82	115.96	162.35	904.51	394.27	487.04	2064.14	301.5	51974.65	29709.74	811.74	2713.54	33884.41	44506.63	4290.63	13521.3	1461.13	0.07	626.2	347.89	10552.64	533.43	2110.53	13382.14	1275.59	1414.75	1739.45	7352.06	904.51	4244.25	11851.43	1924.99	12686.36	1043.67	11851.43	31379.61	626.2	72569.7	313262.68	2574.38	0.07	6888.21	236216.8	377320.69	1785.83	4754.49	1090.05	487.04	2435.22	487.04	904.51	626.2	162.35	394.27	2481.61	9764.09	1461.13	533.43	208.73	23.19	255.12	0.07	347.89	1043.67	858.13	347.89
DO46336	8747.53	60.8	48348.54	177.53	3956.7	12.16	65.66	527.72	12964.44	128.89	65.66	717436.34	3100.67	40381.65	1.09	26.75	12833.12	537.45	19287.37	1.09	1111.38	89.98	57400.06	94.84	2482.97	31.61	1612.35	31.61	1.09	10182.35	13212.5	17132.71	30848.61	70.53	1.09	231081.28	2458.65	1.09	12.16	376.94	941.14	119.16	469.36	5410.97	112827.86	1.09	21510.13	2784.52	2166.82	975.19	8883.72	1797.17	89.98	31.61	31.61	15960.54	3606.5	41.34	36.48	99.71	2.43	17.02	21383.67	1237.84	10984.88	1.09	153.21	21442.04	80.25	1.09	1.09	5843.85	16014.04	1836.08	5493.66	9900.25	620.13	469.36	834.14	1.09	303.99	1101.65	401.26	128.89	853.6	1228.11	221.3	1009.24	9019.91	89.98	7.3	35337.89	104.57	24681.32	47190.96	590.95	14545.18	5848.71	556.9	4306.89	916.83	8110.38	1.09	16101.59	33246.46	201.85	66539.13	2142.5	605.54	1.09	7.3	18552.94	1.09	459.63	70.53	819.55	1291.34	9788.39	1364.29	206.71	265.08	162.94	746.59	85.12	2487.83	1874.99	445.04	1.09	133.75	46.21	109.44	1.09	3411.95	99.71	1.09	133.75	153.21	1.09	299.12	294.26	1.09	1.09	99.71	31.61	31.61	177.53	1.09	60.8	605.54	31.61	26.75	7.3	522.86	1.09	1.09	45094.66	1.09	60.8	435.31	51.07	99.71	26476.06	7979.05	1588.03	2196.0	843.87	41.34	31.61	46.21	1.09	51.07	1.09	1305.93	157725.54	5775.76	36.48	2555.92	46.21	206.71	221.3	10440.13	688.23	20157.99	1.09	2.43	12.16	1.09	1.09	362.35	1.09	7.3	104.57	751.46	250.49	299.12	1870.13	1427.52	1.09	245.62	1033.56	1.09	1.09	21.89	45863.14	104.57	167.8	1656.12	55.93	4827.32	1.09	138.62	85.12	629.86	26.75	21.89	1.09	17.02	17.02	2405.15	114.3	1.09	1.09	31.61	1.09	17.02	420.72	381.81	17609.37	8324.38	693.09	1325.38	25488.71	21067.52	5552.02	32156.97	328.31	12.16	99.71	34948.79	26446.88	376.94	7881.78	40425.42	333.17	1680.44	5600.66	2648.34	7.3	1048.15	27463.41	53455.53	19389.51	24170.62	30688.11	19764.03	333.17	286601.48	67526.48	527.72	1.09	10897.33	42351.48	259748.48	2760.2	7765.05	2089.0	80.25	5911.94	55.93	532.59	483.95	1.09	1.09	693.09	4642.49	274.8	51.07	1.09	1.09	1534.53	1.09	12.16	1704.76	386.67	51.07
DO46458	4195.85	88.32	155.61	172.43	1268.71	9.81	21.03	155.61	7221.12	130.38	105.14	54759.1	946.27	28241.01	7.01	15.42	4428.56	536.92	3850.98	0.27	2723.87	51.87	17278.25	68.69	806.08	23.83	158.41	26.64	1.4	14628.69	27520.44	18719.39	7022.05	40.65	40.65	77433.21	632.25	71.5	4.21	116.36	433.18	15.42	110.75	545.33	55608.64	0.27	438.79	1108.89	1218.24	127.57	1692.08	696.74	26.64	133.18	46.26	2098.62	351.87	0.27	231.31	141.59	0.27	15.42	6236.99	2471.53	1106.09	12.62	32.24	10134.24	130.38	113.55	26.64	1055.62	6152.88	433.18	8356.65	3329.48	1265.9	102.34	178.04	49.07	539.73	528.51	242.53	32.24	514.49	747.21	1495.81	573.37	1302.35	91.12	127.57	11502.48	96.73	17424.05	13700.64	175.24	13467.93	2737.88	82.71	326.64	63.08	2617.32	127.57	3141.63	4714.55	1223.85	14953.93	217.29	388.32	12.62	0.27	7650.1	29.44	21.03	309.82	107.95	220.1	7678.13	5056.61	178.04	242.53	71.5	895.81	410.75	750.01	1066.84	1019.17	46.26	21.03	18.22	102.34	23.83	365.89	116.36	12.62	51.87	1843.48	21.03	37.85	1027.58	0.27	231.31	63.08	102.34	51.87	26.64	0.27	130.38	349.07	37.85	21.03	9.81	54.67	124.77	18.22	82564.12	9.81	43.46	150.0	88.32	147.2	3772.48	1644.41	1624.79	890.2	206.08	49.07	46.26	65.89	63.08	60.28	57.48	301.41	2076.19	2749.1	51.87	1652.82	68.69	82.71	116.36	5505.21	228.51	27069.03	49.07	7.01	35.05	0.27	9.81	192.06	26.64	124.77	26.64	144.39	82.71	54.67	845.34	1938.81	43.46	91.12	853.75	12.62	9.81	74.3	72568.67	1.4	71.5	926.65	49.07	5014.55	1.4	113.55	65.89	57.48	29.44	51.87	0.27	63.08	0.27	413.56	93.93	60.28	32.24	0.27	0.27	18.22	175.24	702.35	5491.19	6222.98	1745.35	1086.46	22602.62	11796.88	6677.19	25039.1	834.12	18.22	119.16	15335.24	6094.0	721.97	1535.07	14659.53	486.45	3127.61	3688.36	1347.21	65.89	522.9	30018.6	13131.47	6590.27	7313.64	5146.33	3236.96	85.52	122007.6	37050.46	402.34	0.27	1563.1	58704.01	121564.61	1661.24	6127.65	867.77	4.21	3548.18	32.24	180.84	178.04	21.03	775.24	377.11	4448.19	99.53	37.85	0.27	133.18	242.53	0.27	29.44	2788.35	51.87	9.81
DO46338	10953.15	35.17	2914.41	164.5	429.96	48.78	164.5	252.98	34817.53	89.62	232.56	199281.58	777.1	17480.8	116.85	259.79	28310.3	429.96	7999.03	225.76	1920.63	157.69	743.07	144.08	1022.14	35.17	491.22	144.08	198.53	10252.06	10980.38	7692.73	3703.99	232.56	0.76	25083.91	647.77	28.36	41.97	144.08	150.88	62.39	1600.71	511.64	58845.26	382.31	16139.88	579.71	450.38	110.04	3268.36	2376.68	62.39	239.37	123.66	3492.98	1382.9	55.59	110.04	280.21	82.82	150.88	4194.08	4840.71	8706.93	103.24	205.34	8706.93	164.5	48.78	225.76	1519.03	6528.78	341.47	1301.22	1566.68	1981.89	178.11	368.7	69.2	1648.36	1968.28	334.66	82.82	171.3	1321.64	348.28	484.41	5044.92	334.66	205.34	11416.01	110.04	3942.23	7971.81	668.19	3949.03	1866.18	1382.9	150.88	967.69	1376.09	144.08	1280.8	5732.4	280.21	7066.51	259.79	259.79	62.39	130.46	144.08	96.43	123.66	171.3	89.62	1124.24	3077.77	2036.34	110.04	736.26	7.94	212.14	191.72	532.06	1532.65	409.54	48.78	62.39	191.72	225.76	55.59	382.31	423.15	55.59	361.89	212.14	69.2	21.55	55.59	103.24	191.72	572.9	423.15	55.59	110.04	1.13	76.01	2934.83	76.01	55.59	110.04	110.04	69.2	96.43	7828.87	103.24	484.41	572.9	55.59	0.76	16085.42	1178.7	790.71	1450.97	756.68	0.76	137.27	225.76	103.24	293.82	198.53	314.24	8877.1	1811.72	69.2	913.24	695.42	293.82	14.75	6256.51	4473.15	4003.49	198.53	14.75	89.62	157.69	232.56	3009.71	164.5	103.24	463.99	620.55	246.18	960.88	709.03	851.97	130.46	416.34	218.95	55.59	41.97	205.34	24199.04	55.59	28.36	2614.92	566.09	1450.97	69.2	368.7	246.18	76.01	123.66	76.01	0.76	14.75	28.36	144.08	184.92	28.36	355.08	103.24	110.04	144.08	640.97	103.24	4854.33	2805.5	2274.58	865.59	17140.46	6644.5	11974.16	3887.77	191.72	89.62	103.24	15132.48	5358.03	2506.01	831.55	5970.63	402.73	8870.3	1314.83	314.24	69.2	504.83	3622.31	14901.05	5616.68	3070.97	9775.59	2444.75	103.24	74752.57	24233.07	150.88	0.76	1083.4	103272.74	20741.22	3527.02	6515.17	593.32	69.2	280.21	198.53	123.66	981.3	7.94	484.41	368.7	2948.45	538.87	287.02	198.53	239.37	171.3	21.55	504.83	375.5	341.47	184.92
DO46331	4796.12	71.35	5312.98	55.69	609.09	81.79	144.44	264.52	45523.14	60.91	66.13	372660.12	2232.74	527496.92	0.62	196.65	1439.18	123.56	5589.68	144.44	729.16	66.13	15456.88	154.88	1058.07	426.36	1141.6	50.47	0.62	4863.99	5359.96	13796.68	40678.29	321.95	8.7	328111.52	2493.77	0.62	0.62	452.46	6059.54	504.67	13551.31	5976.01	170784.43	102.67	1710.66	1246.02	321.95	483.79	2916.66	2535.54	306.28	123.56	87.01	1272.12	2525.1	160.1	217.53	45.25	8.7	13.92	53307.27	1266.9	27584.67	55.69	254.08	30539.61	238.41	212.31	13.92	2624.29	23590.8	1658.46	6096.09	6508.53	802.25	2133.54	280.18	29.58	353.27	12648.12	264.52	186.21	170.54	750.05	2932.32	363.71	4529.86	97.45	222.75	4602.96	76.57	12366.2	189412.04	342.83	16986.56	9218.09	8168.72	3590.13	7505.69	2483.33	290.62	56935.68	1543.6	1533.16	27924.01	2185.75	4879.65	0.62	238.41	687.4	0.62	650.85	4096.54	1460.07	1308.67	44009.12	1721.1	2880.11	139.22	363.71	598.65	222.75	7698.86	5271.21	290.62	0.62	812.7	645.63	227.97	102.67	3725.87	1355.65	40.03	1131.16	1204.25	0.62	227.97	395.04	0.62	102.67	87.01	0.62	66.13	363.71	217.53	457.69	844.02	13.92	0.62	269.74	1084.17	0.62	55.69	26989.5	0.62	154.88	2686.94	577.76	269.74	40474.68	2947.98	1235.58	1031.97	13687.05	301.06	238.41	40.03	170.54	2331.93	384.59	833.58	13060.56	3026.29	24.36	4681.27	1465.29	3052.39	170.54	3188.13	5657.55	15728.36	76.57	8.7	97.45	8.7	259.3	8560.28	149.66	285.4	1339.99	4921.42	708.28	1063.29	2786.14	2739.15	66.13	384.59	295.84	0.62	0.62	0.62	159585.94	243.63	212.31	635.19	1867.29	3047.17	0.62	55.69	238.41	1882.95	139.22	3.48	0.62	87.01	60.91	1052.85	301.06	55.69	8.7	478.57	128.78	186.21	932.77	154.88	93089.33	47152.01	656.07	2123.1	57081.86	62412.24	1961.26	13890.66	102.67	8.7	734.38	17660.03	12841.29	342.83	11875.45	15080.99	436.8	3172.47	1569.7	2807.02	139.22	1120.72	21857.51	11786.7	27073.03	4284.49	81509.72	22504.88	321.95	266971.4	237886.64	1480.95	0.62	6101.31	151008.25	137408.22	661.29	4033.89	593.42	254.08	2258.84	332.39	128.78	974.54	66.13	687.4	405.48	10371.88	447.24	128.78	34.8	92.23	1966.48	0.62	473.35	389.82	180.99	222.75
DO46453	32002.18	102.21	838.09	408.83	1259.7	86.88	0.28	182.69	24045.39	132.87	132.87	62564.52	1516.49	34102.53	37.05	48.55	17568.05	1221.37	20603.58	0.28	2712.31	90.71	17993.48	94.54	1995.58	21.72	470.15	86.88	48.55	16517.87	48996.59	30388.59	6606.38	52.38	86.88	115157.51	953.08	37.05	2.56	198.03	2501.51	98.37	669.45	1688.96	60299.37	25.55	48597.99	3934.96	1987.92	688.62	6529.73	2256.21	63.88	251.68	136.7	4663.18	1148.55	10.22	175.03	152.03	29.38	44.72	8495.93	2758.3	8200.81	102.21	2010.92	13808.12	198.03	109.87	90.71	2122.07	57076.03	749.94	3452.03	500.81	841.93	795.93	224.85	121.37	1278.86	1263.53	347.5	90.71	700.12	1359.35	213.36	604.3	9707.08	263.18	178.86	10642.27	102.21	18526.23	9948.54	182.69	9289.31	2911.61	692.45	669.45	458.65	9055.51	512.31	4973.63	3977.12	569.8	33002.53	592.8	2210.22	56.21	21.72	4095.93	0.28	102.21	121.37	539.14	2171.89	9423.45	1957.26	328.34	313.01	67.71	562.14	370.5	1918.93	4053.77	1838.44	40.88	60.05	132.87	106.04	17.89	2892.45	493.15	75.38	198.03	424.16	44.72	692.45	761.44	29.38	167.36	270.85	75.38	148.2	175.03	121.37	79.21	757.61	56.21	33.22	132.87	117.54	2.56	44.72	75871.83	14.05	121.37	991.4	98.37	98.37	5184.43	2765.97	2049.24	4889.31	527.64	102.21	2.56	52.38	75.38	125.2	148.2	336.0	4582.69	6548.89	67.71	4690.01	336.0	313.01	155.87	11757.6	1386.18	15582.68	1156.21	28744.34	18196.62	10.22	63.88	1267.36	129.04	221.02	416.49	834.26	347.5	274.68	1033.56	2405.69	33.22	136.7	1037.4	83.04	56.21	94.54	25973.27	117.54	194.19	3547.85	244.02	3133.91	0.28	267.01	98.37	125.2	75.38	121.37	44.72	67.71	0.28	217.19	117.54	21.72	194.19	6.39	0.28	33.22	753.77	293.84	9051.68	9902.55	1236.7	2413.35	27460.37	16475.71	10151.68	9254.81	646.46	1742.62	274.68	12474.32	7273.28	1865.27	3402.2	12332.51	519.98	2279.21	4233.91	2401.86	60.05	1236.7	24800.44	26092.08	13206.38	10565.61	11665.61	15398.71	102.21	183012.51	64557.55	309.18	0.28	7829.03	37808.8	312946.55	1048.9	8733.56	1183.04	56.21	3302.55	67.71	286.18	784.44	29.38	9668.75	776.77	6050.63	155.87	75.38	6.39	205.69	926.25	0.28	205.69	1516.49	286.18	106.04
