 
MIMAT0000420
MIMAT0003267
MIMAT0003266
MIMAT0002176
MIMAT0003265
MIMAT0018980
MIMAT0002175
MIMAT0003264
MIMAT0002174
MIMAT0003263
MIMAT0002173
MIMAT0002172
MIMAT0018983
MIMAT0018984
MIMAT0002171
MIMAT0003260
MIMAT0002170
MIMAT0001080
MIMAT0018989
MIMAT0015009
MIMAT0015004
MIMAT0015003
MIMAT0004597
MIMAT0006778
MIMAT0003237
MIMAT0003236
MIMAT0003235
MIMAT0003234
MIMAT0003233
MIMAT0003232
MIMAT0003231
MIMAT0003230
MIMAT0018972
MIMAT0018973
MIMAT0018976
MIMAT0018977
MIMAT0005890
MIMAT0005891
MIMAT0005892
MIMAT0005893
MIMAT0005894
MIMAT0005895
MIMAT0005896
MIMAT0005897
MIMAT0005898
MIMAT0004567
MIMAT0003239
MIMAT0005899
MIMAT0003238
MIMAT0003248
MIMAT0003247
MIMAT0003246
MIMAT0003245
MIMAT0003244
MIMAT0003243
MIMAT0003242
MIMAT0003241
MIMAT0003240
MIMAT0018961
MIMAT0018967
MIMAT0018969
MIMAT0003249
MIMAT0005878
MIMAT0003215
MIMAT0005879
MIMAT0003214
MIMAT0018951
MIMAT0018954
MIMAT0004780
MIMAT0005870
MIMAT0005872
MIMAT0005873
MIMAT0004784
MIMAT0005874
MIMAT0003219
MIMAT0005875
MIMAT0003218
MIMAT0005876
MIMAT0003217
MIMAT0005877
MIMAT0003216
MIMAT0005889
MIMAT0003226
MIMAT0003225
MIMAT0003223
MIMAT0003222
MIMAT0003221
MIMAT0003220
MIMAT0018940
MIMAT0018946
MIMAT0018947
MIMAT0005880
MIMAT0005881
MIMAT0005882
MIMAT0004793
MIMAT0005883
MIMAT0004552
MIMAT0005884
MIMAT0004795
MIMAT0005885
MIMAT0004796
MIMAT0005886
MIMAT0004797
MIMAT0005887
MIMAT0004798
MIMAT0003228
MIMAT0003227
MIMAT0004799
MIMAT0018932
MIMAT0018934
MIMAT0018937
MIMAT0018938
MIMAT0004761
MIMAT0004762
MIMAT0004763
MIMAT0004764
MIMAT0004765
MIMAT0004766
MIMAT0004778
MIMAT0005867
MIMAT0005868
MIMAT0004779
MIMAT0005869
MIMAT0018925
MIMAT0018926
MIMAT0018927
MIMAT0018928
MIMAT0004771
MIMAT0005863
MIMAT0004774
MIMAT0004775
MIMAT0005865
MIMAT0005866
MIMAT0004777
MIMAT0018354
MIMAT0018119
MIMAT0015079
MIMAT0004185
MIMAT0015076
MIMAT0015073
MIMAT0015072
MIMAT0015090
MIMAT0018100
MIMAT0018349
MIMAT0015088
MIMAT0015087
MIMAT0015085
MIMAT0002845+MIMAT0005455+MIMAT0005456
MIMAT0015080
MIMAT0015081
MIMAT0015057
MIMAT0015058
MIMAT0015055
MIMAT0015052
MIMAT0015050
MIMAT0019892
MIMAT0019893
MIMAT0019897
MIMAT0019898
MIMAT0015069
MIMAT0015064
MIMAT0015065
MIMAT0015062
MIMAT0015060
MIMAT0003299
MIMAT0003297
MIMAT0003296
MIMAT0003295
MIMAT0003294
MIMAT0003292
MIMAT0003291
MIMAT0003290
MIMAT0015038
MIMAT0015035
MIMAT0007892
MIMAT0019871
MIMAT0015049
MIMAT0015043
MIMAT0015041
MIMAT0003279
MIMAT0003278
MIMAT0003277
MIMAT0003276
MIMAT0003275
MIMAT0003274
MIMAT0003273
MIMAT0003272
MIMAT0003271
MIMAT0003270
MIMAT0015019
MIMAT0015017
MIMAT0015013
MIMAT0015014
MIMAT0015010
MIMAT0005458
MIMAT0005459
MIMAT0006789
MIMAT0003289
MIMAT0003288
MIMAT0003287
MIMAT0003286
MIMAT0003285
MIMAT0003283
MIMAT0003282
MIMAT0003281
MIMAT0003280
MIMAT0015028
MIMAT0015024
MIMAT0007881
MIMAT0007400
MIMAT0007884
MIMAT0015020
MIMAT0007883
MIMAT0007401
MIMAT0007885
MIMAT0020602
MIMAT0007888
MIMAT0007887
MIMAT0020601
MIMAT0007889
MIMAT0001630
MIMAT0001631
MIMAT0004901
MIMAT0004902
MIMAT0004903
MIMAT0018079
MIMAT0004907
MIMAT0004909
MIMAT0001638
MIMAT0001639
MIMAT0001635
MIMAT0004910
MIMAT0004911
MIMAT0004912
MIMAT0004913
MIMAT0004916
MIMAT0004773+MIMAT0002872
MIMAT0004918
MIMAT0010357
MIMAT0000318
MIMAT0000761
MIMAT0000762
MIMAT0000760
MIMAT0002866+MIMAT0002869
MIMAT0000075+MIMAT0001413
MIMAT0007399
MIMAT0000765
MIMAT0000763
MIMAT0000764
MIMAT0000772
MIMAT0000773
MIMAT0000770
MIMAT0000771
MIMAT0001629
MIMAT0001627
MIMAT0001625
MIMAT0001621
MIMAT0000751
MIMAT0012735
MIMAT0012734
MIMAT0010313
MIMAT0000758
MIMAT0000759
MIMAT0000756
MIMAT0000757
MIMAT0000754
MIMAT0000755
MIMAT0000510
MIMAT0000752
MIMAT0000753
MIMAT0000729
MIMAT0000727
MIMAT0000728
MIMAT0000726
MIMAT0000723
MIMAT0000724
MIMAT0000721
MIMAT0000722
MIMAT0000720
MIMAT0018000
MIMAT0000738
MIMAT0000736
MIMAT0000737
MIMAT0000735
MIMAT0000733
MIMAT0000730
MIMAT0004987
MIMAT0004748
MIMAT0002855+MIMAT0005457+MIMAT0002862
MIMAT0004980
MIMAT0004981
MIMAT0004982
MIMAT0004983
MIMAT0004984
MIMAT0004985
MIMAT0004502
MIMAT0004986
MIMAT0000732+MIMAT0019074
MIMAT0000232+MIMAT0004563
MIMAT0000103+MIMAT0000070
MIMAT0004960
MIMAT0003879
MIMAT0005823
MIMAT0003886
MIMAT0004976
MIMAT0005824
MIMAT0003885
MIMAT0004977
MIMAT0005825
MIMAT0004978
MIMAT0005826
MIMAT0003883
MIMAT0004979
MIMAT0005827
MIMAT0003882
MIMAT0005828
MIMAT0003881
MIMAT0005829
MIMAT0003880
MIMAT0004970
MIMAT0004971
MIMAT0004972
MIMAT0003888
MIMAT0004974
MIMAT0004975
MIMAT0003887
MIMAT0000101
MIMAT0004701
MIMAT0000102
MIMAT0004702
MIMAT0004945
MIMAT0000100
MIMAT0004947
MIMAT0004948
MIMAT0004949
MIMAT0016925
MIMAT0014987
MIMAT0014985
MIMAT0000104
MIMAT0004700
MIMAT0004954
MIMAT0004955
MIMAT0004957
MIMAT0004958
MIMAT0004959
MIMAT0014999
MIMAT0014996
MIMAT0014990
MIMAT0004951
MIMAT0004952
MIMAT0005800
MIMAT0004953
MIMAT0004921
MIMAT0004922
MIMAT0004923
MIMAT0004924
MIMAT0004925
MIMAT0004926
MIMAT0004928
MIMAT0004929
MIMAT0010367
MIMAT0010364
MIMAT0001412
MIMAT0004920
MIMAT0016916
MIMAT0016915
MIMAT0010133
MIMAT0019964
MIMAT0005791
MIMAT0005792
MIMAT0005793
MIMAT0005794
MIMAT0005795
MIMAT0005796
MIMAT0005797
MIMAT0005798
MIMAT0005799
MIMAT0003389
MIMAT0019950
MIMAT0019951
MIMAT0000089
MIMAT0000086
MIMAT0000087
MIMAT0000084
MIMAT0000085
MIMAT0000082
MIMAT0000083
MIMAT0000080
MIMAT0000081
MIMAT0019709
MIMAT0017992
MIMAT0004682
MIMAT0004683
MIMAT0004687
MIMAT0000099
MIMAT0000097
MIMAT0000098
MIMAT0000095
MIMAT0000096
MIMAT0000093
MIMAT0000094
MIMAT0000091
MIMAT0000092
MIMAT0000090
MIMAT0004450
MIMAT0004692
MIMAT0004693
MIMAT0004694
MIMAT0004695
MIMAT0004696
MIMAT0004697
MIMAT0005788
MIMAT0005789
MIMAT0000068
MIMAT0003336
MIMAT0000069
MIMAT0003335
MIMAT0000066
MIMAT0000067
MIMAT0003333
MIMAT0000064
MIMAT0003332
MIMAT0000065
MIMAT0003331
MIMAT0000062
MIMAT0003330
MIMAT0000063
MIMAT0003339
MIMAT0003338
MIMAT0003337
MIMAT0004679
MIMAT0000077
MIMAT0000078
MIMAT0000076
MIMAT0000073
MIMAT0000074
MIMAT0003340
MIMAT0000072
MIMAT0017981
MIMAT0004675
MIMAT0004676
MIMAT0004677
MIMAT0003314
MIMAT0003313
MIMAT0003312
MIMAT0003311
MIMAT0003310
MIMAT0000280
MIMAT0000281
MIMAT0003319
MIMAT0003318
MIMAT0003317
MIMAT0003316
MIMAT0003315
MIMAT0003325
MIMAT0003324
MIMAT0003323
MIMAT0003322
MIMAT0003321
MIMAT0003320
MIMAT0003329
MIMAT0003328
MIMAT0003327
MIMAT0003326
MIMAT0000707
MIMAT0000705
MIMAT0000703
MIMAT0000718
MIMAT0000719
MIMAT0000717
MIMAT0000715
MIMAT0007347
MIMAT0007349
MIMAT0000710
MIMAT0007348
MIMAT0005454+MIMAT0002831
MIMAT0004284
MIMAT0017352
MIMAT0009979
MIMAT0009977
MIMAT0009978
MIMAT0018443
MIMAT0018444
MIMAT0018445
MIMAT0018446
MIMAT0018205
MIMAT0018447
MIMAT0005591
MIMAT0005592
MIMAT0005593
MIMAT0003180
MIMAT0003393
MIMAT0003150
MIMAT0005572
MIMAT0005573
MIMAT0005577
MIMAT0003165
MIMAT0003164
MIMAT0003163
MIMAT0003161
MIMAT0005580
MIMAT0005583
MIMAT0005584
MIMAT0005586
MIMAT0005588
MIMAT0005589
